"scenario id","scen name","pub name","first side result","second side name","second side result","url link"
S40,"Island Retreat","Special Ops--the wargaming journal",German,1,American,0,https://vasl-templates.org/services/roar/4381
S52,"Extraordinary Bravery","Special Ops--the wargaming journal","German/Axis Minor",7,Polish,2,https://vasl-templates.org/services/roar/4486
S53,"Workers Unite!","Special Ops--the wargaming journal",Russian,10,German,6,https://vasl-templates.org/services/roar/4487
S54,"Operation Natzmer","Special Ops--the wargaming journal",German,6,Russian,5,https://vasl-templates.org/services/roar/5022
S55,"The Fire Brigade","Special Ops--the wargaming journal",Russian,3,Romanian,2,https://vasl-templates.org/services/roar/5023
S56,"In Pursuit of the French","Special Ops--the wargaming journal",German,8,French,5,https://vasl-templates.org/services/roar/4970
S57,"Haase to Hold On","Special Ops--the wargaming journal",Russian,4,German,2,https://vasl-templates.org/services/roar/4963
S58,"Exit No. 1","Special Ops--the wargaming journal",American,1,German,1,https://vasl-templates.org/services/roar/5259
S59,"Mopping Up","Special Ops--the wargaming journal",American,0,German,2,https://vasl-templates.org/services/roar/5260
S60,"Operation Niwi","Special Ops--the wargaming journal",Belgian,2,German,7,https://vasl-templates.org/services/roar/5489
S61,"Help Our Troops Out","Special Ops--the wargaming journal",German,0,American,1,https://vasl-templates.org/services/roar/5490
S62,"Reaper's Harvest","Special Ops--the wargaming journal",German,4,Canadian,4,https://vasl-templates.org/services/roar/5762
S63,"Nothing Left to Lose","Special Ops--the wargaming journal",Russian,0,German,3,https://vasl-templates.org/services/roar/5763
S72,"Stretched Thin at Altavilla","Special Ops--the wargaming journal",American,2,German,0,https://vasl-templates.org/services/roar/6246
S73,"West of the Vire","Special Ops--the wargaming journal",American,0,German,1,https://vasl-templates.org/services/roar/6247
AL01,"It's Hardly Fair",Spel!,German,1,American,2,https://vasl-templates.org/services/roar/2589
SF1,"Pavlov's Fortress","Stalin's Fury",German,0,Russian,0,https://vasl-templates.org/services/roar/5303
SF2,Vorwart!,"Stalin's Fury",German,0,Russian,0,https://vasl-templates.org/services/roar/5304
SF3,"The Fuhrer's Pawns","Stalin's Fury",Russian,0,German,0,https://vasl-templates.org/services/roar/5305
SF4,"A Few Brave Men","Stalin's Fury",German,0,Russian,0,https://vasl-templates.org/services/roar/5306
St1,"End Tide",Stalingrad!,German,1,Russian,1,https://vasl-templates.org/services/roar/1524
St2,"Into the Factory",Stalingrad!,German,0,Russian,4,https://vasl-templates.org/services/roar/1525
St3,"Report to the F&uuml;hrer",Stalingrad!,Russian,1,German,0,https://vasl-templates.org/services/roar/1526
St4,"Sturm Party",Stalingrad!,Russian,1,German,0,https://vasl-templates.org/services/roar/1528
St5,Annihilation,Stalingrad!,Russian,2,German,1,https://vasl-templates.org/services/roar/1527
St6,Rattenkrieg,Stalingrad!,Russian,3,German,0,https://vasl-templates.org/services/roar/1529
St7,"Iron Coffins",Stalingrad!,German,0,Russian,0,https://vasl-templates.org/services/roar/1530
St8,"Nikita's Revenge",Stalingrad!,German,4,Russian,1,https://vasl-templates.org/services/roar/1531
St10,"Valor of the 37th Guards",Stalingrad!,German,0,Russian,1,https://vasl-templates.org/services/roar/1523
"St CG1","Stalingrad! Campaign Game",Stalingrad!,German,0,Russian,0,https://vasl-templates.org/services/roar/1532
RB44,"Patient Reposte","Stalingrad: Baby Bounce 3",German,0,Russian,0,https://vasl-templates.org/services/roar/6298
SaV1,"Flemish Flail","Stand at Vinkt",German,1,Belgian,0,https://vasl-templates.org/services/roar/6010
SaV2,"The Boars' Tusks","Stand at Vinkt",Belgian,0,German,0,https://vasl-templates.org/services/roar/6011
SaV3,"Elan and Surprise","Stand at Vinkt",Belgian,0,German,0,https://vasl-templates.org/services/roar/6012
SaV4,"Just Take the Town","Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6013
SaV5,"Break Contact","Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6014
SaV6,Heckenschutzen,"Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6015
SaV7,"Wer it da?","Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6016
SaV8,"Woe to the Mighty","Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6017
SaV9,"The Orchard Road","Stand at Vinkt",Belgian,0,German,0,https://vasl-templates.org/services/roar/6020
SaV10,"Farm Van Hoe","Stand at Vinkt",German,0,Belgian,0,https://vasl-templates.org/services/roar/6021
SA1,"Blazing Borders","Stavka Archives",Finnish,1,Russian,2,https://vasl-templates.org/services/roar/3287
SA2,"Spoils of War","Stavka Archives",Russian,1,German,3,https://vasl-templates.org/services/roar/3288
SA3,"Storm from the North","Stavka Archives",German,2,Russian,4,https://vasl-templates.org/services/roar/3289
SA4,"With Burning Liquid","Stavka Archives",Russian,4,German,5,https://vasl-templates.org/services/roar/3290
SA5,"Cherkassy Pocket","Stavka Archives",German,2,Russian,2,https://vasl-templates.org/services/roar/3291
SA6,"On the Bound","Stavka Archives",German,1,Russian,3,https://vasl-templates.org/services/roar/3292
CHDB1,"Dawn Of A New Age","Stonne 1940",German,1,Polish,3,https://vasl-templates.org/services/roar/1298
CHDB2,"Flight Of The Phoenix","Stonne 1940",German,2,Polish,3,https://vasl-templates.org/services/roar/1299
STONNE1,"Before Nightfall","Stonne 1940",German,14,French,11,https://vasl-templates.org/services/roar/1286
STONNE2,"A Will to Fight","Stonne 1940",French,3,German,7,https://vasl-templates.org/services/roar/1287
STONNE3,"One More Try","Stonne 1940",French,3,German,2,https://vasl-templates.org/services/roar/1288
STONNE4,"Trial of Strength","Stonne 1940",French,7,German,6,https://vasl-templates.org/services/roar/1289
STONNE5,"The Butcher","Stonne 1940",French,2,German,6,https://vasl-templates.org/services/roar/1290
STONNE6,"A New Day Dawning","Stonne 1940",French,7,German,2,https://vasl-templates.org/services/roar/1291
STONNECGI,"Stonne 1940","Stonne 1940",German,4,French,2,https://vasl-templates.org/services/roar/1297
STONNE(2ND)7,"Down on the Streets","Stonne 1940, 2nd Edition",French,3,German,0,https://vasl-templates.org/services/roar/3092
STONNE(2ND)8,"Shattered Lines","Stonne 1940, 2nd Edition",German,0,French,2,https://vasl-templates.org/services/roar/3093
STONNE(2ND)9,"Shooting Gallery","Stonne 1940, 2nd Edition",German,2,French,1,https://vasl-templates.org/services/roar/3094
STONNE(2ND)10,"Shot from Both Sides","Stonne 1940, 2nd Edition",French,0,German,1,https://vasl-templates.org/services/roar/3095
STONNE(2ND)11,"Clearing the Way","Stonne 1940, 2nd Edition",French,0,German,1,https://vasl-templates.org/services/roar/3096
STONNE(2ND)12,Rescued,"Stonne 1940, 2nd Edition",French,0,German,1,https://vasl-templates.org/services/roar/3097
STONNE(2ND)13,"Closing Up","Stonne 1940, 2nd Edition",German,1,French,0,https://vasl-templates.org/services/roar/3098
STONNE(2ND)14,"The Last Shuffle","Stonne 1940, 2nd Edition",German,0,French,1,https://vasl-templates.org/services/roar/3099
STONNE(2ND)15,"He Fought Like a Lion","Stonne 1940, 2nd Edition",German,0,French,0,https://vasl-templates.org/services/roar/3100
STONNE(2ND)16,"The Final Wave","Stonne 1940, 2nd Edition",French,0,German,1,https://vasl-templates.org/services/roar/3101
SFC1,"Probing for the Bridge","Sudden Full Contact",American,1,German,0,https://vasl-templates.org/services/roar/3223
SFC2,"Grabbing Some Houses","Sudden Full Contact",American,0,German,2,https://vasl-templates.org/services/roar/3224
SFC3,"Gun Duels","Sudden Full Contact",German,0,American,1,https://vasl-templates.org/services/roar/3225
SFC4,"The Grenadier's First Push","Sudden Full Contact",German,0,American,1,https://vasl-templates.org/services/roar/3226
SFC5,"Second Push","Sudden Full Contact",German,0,American,0,https://vasl-templates.org/services/roar/3227
SFC6,"The Dying Wave","Sudden Full Contact",German,0,American,0,https://vasl-templates.org/services/roar/3228
SFC7,"Paras on the Run","Sudden Full Contact",German,0,American,0,https://vasl-templates.org/services/roar/3229
SFC8,"Kraut Disinfected","Sudden Full Contact",German,0,American,0,https://vasl-templates.org/services/roar/3230
SV1,"Ten Ton Tank","Swedish Volunteers",Russian,12,Swedish,16,https://vasl-templates.org/services/roar/3623
SV2,"The Swedish Voluntary Corps","Swedish Volunteers",Swedish,5,Russian,5,https://vasl-templates.org/services/roar/3624
SV3,"Absolut Märkäjärvi","Swedish Volunteers",Swedish,3,Russian,2,https://vasl-templates.org/services/roar/3625
SV4,"Frivilligkompani Benckert","Swedish Volunteers",German,6,Allied,6,https://vasl-templates.org/services/roar/3626
SV5,"Lions and Tin Men","Swedish Volunteers",German,9,Allied,2,https://vasl-templates.org/services/roar/3627
SV6,"Norwegian Edelweiss","Swedish Volunteers",Allied,7,German,10,https://vasl-templates.org/services/roar/3628
SV7,"Probing Korsus","Swedish Volunteers",Russian,6,Swedish,4,https://vasl-templates.org/services/roar/3629
SV8,"Through Mud and Blood","Swedish Volunteers",Axis,1,Russian,2,https://vasl-templates.org/services/roar/3630
SV9,"Mexico and Morocco","Swedish Volunteers",Swedish,22,Russian,14,https://vasl-templates.org/services/roar/3631
SV10,"Katyusha Variations","Swedish Volunteers",Russian,4,Swedish,6,https://vasl-templates.org/services/roar/3632
SV11,"Swede Revenge","Swedish Volunteers",Axis,4,Russian,3,https://vasl-templates.org/services/roar/3633
SV12,"Trap by Mishap","Swedish Volunteers",Axis,18,Russian,13,https://vasl-templates.org/services/roar/3634
SV13,"Rather Uncoordinated","Swedish Volunteers",Axis,13,Russian,16,https://vasl-templates.org/services/roar/3635
SV14,"Day at Night","Swedish Volunteers",Russian,4,Axis,3,https://vasl-templates.org/services/roar/3636
Sword1,"The Game's Afoot","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6183
Sword2,"On, On You Noblest English","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6184
Sword3,"Close Up to the Seawall","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6185
Sword4,"Stiffen the Sinews","Sword Beach",British,1,German,0,https://vasl-templates.org/services/roar/6186
Sword5,"Gentlemen of England","Sword Beach",British,0,German,0,https://vasl-templates.org/services/roar/6187
Sword6,"Imitate the Action of the Tiger","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6188
Sword7,"War Proof","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6189
Sword8,"Teach Them War","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6190
Sword9,"Men of Grosser Blood","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6191
Sword10,"Cry God, for Harry, England and Saint George","Sword Beach",British,0,German,0,https://vasl-templates.org/services/roar/6192
Sword11,"Like So Many Alexanders","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6193
Sword12,"The Blast of War","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6194
Sword13,"Surprise Thrust","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6195
Sword14,"Blue Bonnets","Sword Beach",German,0,British,0,https://vasl-templates.org/services/roar/6196
"SAGA 1","Bedlam Bridge","Sydney Adventure Gaming Awards",British,1,German,0,https://vasl-templates.org/services/roar/1155
TAC1,"Vous descendez à Malème? (Getting Out at Maleme?)",Tactiques,"New Zealand",13,German,8,https://vasl-templates.org/services/roar/844
TAC2,"Entre le marteau et l'enclume (Between the Hammer and the Anvil)",Tactiques,Russian,28,German,17,https://vasl-templates.org/services/roar/845
TAC3,"Retraite Malaisee",Tactiques,Australian,8,Japanese,3,https://vasl-templates.org/services/roar/846
TAC4,"Je me souviens",Tactiques,German,8,Canadian,2,https://vasl-templates.org/services/roar/847
TAC5,"La batterie de Merville (The Merville Battery)",Tactiques,German,5,British,2,https://vasl-templates.org/services/roar/848
TAC6,"Contre-attaque à Villers-Bocage (Counterattack at Viller-Bocage)",Tactiques,German,6,British,13,https://vasl-templates.org/services/roar/849
TAC7,"Piege a Carpiquet",Tactiques,German,8,Canadian,11,https://vasl-templates.org/services/roar/850
TAC8,"Balade a Champfleur",Tactiques,French,6,German,10,https://vasl-templates.org/services/roar/851
TAC9,"Stutzpunkt Lezongar",Tactiques,German,7,"American/Free French",0,https://vasl-templates.org/services/roar/852
TAC10,"Debout les bambins!",Tactiques,German,10,American,4,https://vasl-templates.org/services/roar/853
TAC11,"Une danse avec la reine (Dance with the Queen)",Tactiques,British,3,Italian,3,https://vasl-templates.org/services/roar/854
TAC12,"Commando Schenke",Tactiques,German,22,Russian,17,https://vasl-templates.org/services/roar/855
TAC13,"La neige et le sang (Snow and Blood)",Tactiques,Russian,4,Spanish,13,https://vasl-templates.org/services/roar/856
TAC14,"Entre le marteau et l'enclume II (Between the Hammer and the Anvil)",Tactiques,Russian,5,German,2,https://vasl-templates.org/services/roar/857
TAC15,"La vallee du tonnerre (Thunder Valley)",Tactiques,Russian,4,German,9,https://vasl-templates.org/services/roar/858
TAC16,"Nettoyage d'Ete",Tactiques,Spanish,11,Russian,2,https://vasl-templates.org/services/roar/859
TAC17,Bren-Guns,Tactiques,German,1,Partisan,6,https://vasl-templates.org/services/roar/860
TAC18,"May Day!",Tactiques,German,8,Canadian,7,https://vasl-templates.org/services/roar/861
TAC19,"Champs de Noël (Fields of Noël)",Tactiques,American,6,German,5,https://vasl-templates.org/services/roar/862
TAC20,"Triste baptême (Sad Baptem)",Tactiques,German,8,American,4,https://vasl-templates.org/services/roar/863
TAC21,"L'infanterie attaque (Infantry Attacks)",Tactiques,Belgian,1,German,4,https://vasl-templates.org/services/roar/864
TAC22,"Ils tiraient sur Odessa... (They Fired on Odessa)",Tactiques,Romanian,11,Russian,7,https://vasl-templates.org/services/roar/865
TAC23,"Bain de Minuit a Tobrouk",Tactiques,British,0,Italian,4,https://vasl-templates.org/services/roar/866
TAC24,"Un Coin d'Enfer (Hell's Corner)",Tactiques,Japanese,1,American,1,https://vasl-templates.org/services/roar/867
TAC25,"Nella Nebia",Tactiques,Italian,2,German,2,https://vasl-templates.org/services/roar/868
TAC26,"Orange à Walawbum",Tactiques,American,8,Japanese,6,https://vasl-templates.org/services/roar/869
TAC27,"Jusqu'au bout de leurs forces (Last of Their Strength)",Tactiques,Japanese,8,American,5,https://vasl-templates.org/services/roar/870
TAC28,"Il etait une petite colonne... (Once There Was a Little Column)",Tactiques,German,11,American,11,https://vasl-templates.org/services/roar/871
TAC29,"La crête de Kakazu (Kakazu Ridge)",Tactiques,American,29,Japanese,15,https://vasl-templates.org/services/roar/872
TAC30,"Yae Dake",Tactiques,Japanese,6,American,4,https://vasl-templates.org/services/roar/873
TAC31,"Par Saint Georges!",Tactiques,French,17,German,15,https://vasl-templates.org/services/roar/874
TAC32,"Contre-attaque à Connage (Counterattack at Connage)",Tactiques,French,8,German,9,https://vasl-templates.org/services/roar/875
TAC33,"Carre d'as (Four Aces)",Tactiques,French,15,German,6,https://vasl-templates.org/services/roar/876
TAC34,"Thulin Doit Etre Pris!",Tactiques,German,11,French,13,https://vasl-templates.org/services/roar/877
TAC35,"Envers et contre tous (Against the Whole World)",Tactiques,French,3,German/Italian,6,https://vasl-templates.org/services/roar/878
TAC36,"La mort vient du ciel (Death From the Sky)",Tactiques,German,5,Partisan,11,https://vasl-templates.org/services/roar/879
TAC37,"Chaud ! Chaud les Buron ! (Chestnuts! Hot Chestnuts!)",Tactiques,Canadian,8,German,5,https://vasl-templates.org/services/roar/880
TAC38,"Whoa Mohammed!",Tactiques,British,17,German,11,https://vasl-templates.org/services/roar/881
TAC39,"Operation sur la Gudbransdal",Tactiques,British,11,German,7,https://vasl-templates.org/services/roar/882
TAC40,"Cauchemar écossais (Scottish Nightmare)",Tactiques,German,11,British,13,https://vasl-templates.org/services/roar/883
TAC41,"Dernier arrêt avant la victoire (Last Stop Before Victory)",Tactiques,American,3,Japanese,1,https://vasl-templates.org/services/roar/884
